29/08/2010;Gallente Industrial;1;330999,99
29/08/2010;Heavy Armor Maintenance Bot II;29;1000001,63
29/08/2010;Republic Fleet EMP L;9513;1178,08
29/08/2010;Republic Fleet EMP L;26987;1178,25
29/08/2010;Ocular Filter - Standard;14;21119000,77
29/08/2010;Ocular Filter - Standard;3;21119000,79
29/08/2010;Ocular Filter - Standard;1;21119000,79
29/08/2010;Ocular Filter - Standard;1;21120016,31
29/08/2010;Ocular Filter - Standard;13;21120016,31
29/08/2010;Chromium;12300;1942,36
29/08/2010;Chromium;33736;1942,36
29/08/2010;1400mm Howitzer Artillery II;2;2500891,48
29/08/2010;Neodymium;5000;16991,02
30/08/2010;Sisters Core Scanner Probe;2;566866,98
30/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
30/08/2010;Gallente Industrial;1;330999,99
30/08/2010;Heavy Armor Maintenance Bot II;19;1000001,63
30/08/2010;Ocular Filter - Standard;5;21119000,77
30/08/2010;Ocular Filter - Standard;3;21119000,79
30/08/2010;Ocular Filter - Standard;1;21119000,79
30/08/2010;Ocular Filter - Standard;1;21120016,31
30/08/2010;Ocular Filter - Standard;13;21120016,31
30/08/2010;Chromium;12300;1942,36
30/08/2010;Chromium;33736;1942,36
30/08/2010;Neodymium;5000;16991,02
30/08/2010;Republic Fleet Fusion S;42195;660,62
31/08/2010;Sisters Core Scanner Probe;2;566866,98
31/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
31/08/2010;Gallente Industrial;1;330999,99
31/08/2010;Chromium;12300;1942,36
31/08/2010;Chromium;33736;1942,36
31/08/2010;Neodymium;5000;16991,02
31/08/2010;1400mm Howitzer Artillery II;5;2500892,19
31/08/2010;1400mm Howitzer Artillery II;4;2500892,19
31/08/2010;Republic Fleet EMP M;325;750,38
31/08/2010;Republic Fleet Fusion L;282;817,9
31/08/2010;Large Hull Repairer II;1;1500189,18
01/09/2010;Sisters Core Scanner Probe;2;569001,03
01/09/2010;Sisters Core Scanner Probe;2;569001,03
01/09/2010;Cybernetic Subprocessor - Standard;1;22106600,01
01/09/2010;Gallente Industrial;1;330999,99
01/09/2010;Chromium;11100;1942,36
01/09/2010;Chromium;33736;1942,36
01/09/2010;Neodymium;5000;16991,02
01/09/2010;Caldari Navy Terror Assault Missile;10000;1102,2
01/09/2010;Sisters Combat Scanner Probe;4;576130,03
01/09/2010;Small Armor Repairer II;1;206066,05
01/09/2010;Republic Fleet EMP M;4119;752,01
01/09/2010;Heavy Armor Maintenance Bot II;1;861000,12
01/09/2010;Arkonor Mining Crystal II;9;835000,52
01/09/2010;Arkonor Mining Crystal II;9;835000,52
02/09/2010;Sisters Core Scanner Probe;2;569001,03
02/09/2010;Cybernetic Subprocessor - Standard;1;22106600,01
02/09/2010;Gallente Industrial;1;330999,99
02/09/2010;Chromium;11100;1942,36
02/09/2010;Chromium;33736;1942,36
